Date Accessed,User Agent - Simple,User Agent - Full,IP Address,Number of Logins,Last Date Accessed
Wed Aug 07 2019 18:59:55 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.209.97,1,Wed Aug 07 2019 18:59:55 GMT-0500 (CDT)
Wed Aug 07 2019 18:16:54 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,1,Wed Aug 07 2019 18:16:54 GMT-0500 (CDT)
Wed Aug 07 2019 18:11:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",24.118.21.68,1,Wed Aug 07 2019 18:11:21 GMT-0500 (CDT)
Wed Aug 07 2019 17:55:46 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,1,Wed Aug 07 2019 17:55:46 GMT-0500 (CDT)
Wed Aug 07 2019 14:19:31 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,1,Wed Aug 07 2019 14:19:31 GMT-0500 (CDT)
Wed Aug 07 2019 12:47:44 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,17,Wed Aug 07 2019 22:42:49 GMT-0500 (CDT)
Wed Aug 07 2019 06:44:12 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,13,Wed Aug 07 2019 17:44:01 GMT-0500 (CDT)
Wed Aug 07 2019 06:17:02 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,10,Wed Aug 07 2019 15:28:03 GMT-0500 (CDT)
Wed Aug 07 2019 01:16:54 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,1,Wed Aug 07 2019 01:16:54 GMT-0500 (CDT)
Tue Aug 06 2019 19:43:22 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,5,Wed Aug 07 2019 00:26:58 GMT-0500 (CDT)
Tue Aug 06 2019 19:40:55 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,3,Tue Aug 06 2019 21:41:39 GMT-0500 (CDT)
Tue Aug 06 2019 17:47:38 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,4,Tue Aug 06 2019 19:38:28 GMT-0500 (CDT)
Tue Aug 06 2019 15:34:44 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,2,Tue Aug 06 2019 17:14:45 GMT-0500 (CDT)
Tue Aug 06 2019 15:21:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,2,Tue Aug 06 2019 17:13:27 GMT-0500 (CDT)
Tue Aug 06 2019 14:41:36 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,14,Tue Aug 06 2019 23:43:58 GMT-0500 (CDT)
Tue Aug 06 2019 14:29:10 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,1,Tue Aug 06 2019 14:29:10 GMT-0500 (CDT)
Tue Aug 06 2019 12:39:27 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,1,Tue Aug 06 2019 12:39:27 GMT-0500 (CDT)
Tue Aug 06 2019 06:41:15 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,11,Tue Aug 06 2019 13:17:27 GMT-0500 (CDT)
Tue Aug 06 2019 06:16:54 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,6,Tue Aug 06 2019 12:58:07 GMT-0500 (CDT)
Mon Aug 05 2019 22:01:46 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Sonic Slack_SSB/4.0.0",71.195.19.50,7,Tue Aug 06 2019 01:02:02 GMT-0500 (CDT)
Mon Aug 05 2019 16:30:14 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,10,Mon Aug 05 2019 21:31:37 GMT-0500 (CDT)
Mon Aug 05 2019 16:28:16 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,8,Tue Aug 06 2019 00:01:30 GMT-0500 (CDT)
Mon Aug 05 2019 16:01:43 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,1,Mon Aug 05 2019 16:01:43 GMT-0500 (CDT)
Mon Aug 05 2019 12:46:10 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,9,Mon Aug 05 2019 22:40:04 GMT-0500 (CDT)
Mon Aug 05 2019 11:46:35 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",24.118.21.68,8,Mon Aug 05 2019 14:53:46 GMT-0500 (CDT)
Mon Aug 05 2019 11:43:59 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",24.118.21.68,6,Mon Aug 05 2019 15:14:52 GMT-0500 (CDT)
Mon Aug 05 2019 10:54:23 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,3,Mon Aug 05 2019 11:10:37 GMT-0500 (CDT)
Mon Aug 05 2019 06:38:34 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,6,Mon Aug 05 2019 09:58:53 GMT-0500 (CDT)
Mon Aug 05 2019 05:52:48 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,5,Mon Aug 05 2019 10:35:31 GMT-0500 (CDT)
Sun Aug 04 2019 20:26:18 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,4,Mon Aug 05 2019 01:17:46 GMT-0500 (CDT)
Sun Aug 04 2019 20:02:12 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,6,Sun Aug 04 2019 23:04:41 GMT-0500 (CDT)
Sun Aug 04 2019 18:52:07 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,8,Mon Aug 05 2019 00:20:50 GMT-0500 (CDT)
Sun Aug 04 2019 15:12:00 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,7,Sun Aug 04 2019 18:22:03 GMT-0500 (CDT)
Sun Aug 04 2019 14:22:57 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Sun Aug 04 2019 14:22:57 GMT-0500 (CDT)
Sun Aug 04 2019 12:41:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,2,Sun Aug 04 2019 12:41:35 GMT-0500 (CDT)
Sun Aug 04 2019 06:39:24 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,13,Sun Aug 04 2019 09:51:05 GMT-0500 (CDT)
Sun Aug 04 2019 06:17:47 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,5,Sun Aug 04 2019 12:21:03 GMT-0500 (CDT)
Sun Aug 04 2019 01:17:46 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Sun Aug 04 2019 01:17:46 GMT-0500 (CDT)
Sat Aug 03 2019 23:48:03 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,3,Sun Aug 04 2019 00:50:15 GMT-0500 (CDT)
Sat Aug 03 2019 23:17:40 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Sat Aug 03 2019 23:17:40 GMT-0500 (CDT)
Sat Aug 03 2019 17:09:17 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,5,Sat Aug 03 2019 21:23:38 GMT-0500 (CDT)
Sat Aug 03 2019 14:14:42 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,6,Sat Aug 03 2019 20:55:58 GMT-0500 (CDT)
Sat Aug 03 2019 12:46:05 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,20,Sat Aug 03 2019 22:45:58 GMT-0500 (CDT)
Sat Aug 03 2019 12:33:51 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,5,Sat Aug 03 2019 17:00:24 GMT-0500 (CDT)
Sat Aug 03 2019 10:31:56 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,4,Sat Aug 03 2019 11:36:01 GMT-0500 (CDT)
Sat Aug 03 2019 06:38:26 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,6,Sat Aug 03 2019 08:47:11 GMT-0500 (CDT)
Sat Aug 03 2019 06:17:48 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,7,Sat Aug 03 2019 12:01:59 GMT-0500 (CDT)
Fri Aug 02 2019 21:48:14 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,2,Fri Aug 02 2019 23:08:47 GMT-0500 (CDT)
Fri Aug 02 2019 19:27:00 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,1,Fri Aug 02 2019 19:27:00 GMT-0500 (CDT)
Fri Aug 02 2019 17:35:20 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,10,Sat Aug 03 2019 00:14:22 GMT-0500 (CDT)
Fri Aug 02 2019 17:33:57 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,4,Fri Aug 02 2019 18:36:59 GMT-0500 (CDT)
Fri Aug 02 2019 17:19:12 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,1,Fri Aug 02 2019 17:19:12 GMT-0500 (CDT)
Fri Aug 02 2019 14:54:04 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",24.118.21.68,4,Fri Aug 02 2019 17:10:40 GMT-0500 (CDT)
Fri Aug 02 2019 14:52:59 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",24.118.21.68,4,Fri Aug 02 2019 15:53:06 GMT-0500 (CDT)
Fri Aug 02 2019 14:27:16 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,3,Fri Aug 02 2019 14:36:53 GMT-0500 (CDT)
Fri Aug 02 2019 12:51:56 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,12,Fri Aug 02 2019 22:50:40 GMT-0500 (CDT)
Fri Aug 02 2019 06:51:20 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,12,Fri Aug 02 2019 14:10:28 GMT-0500 (CDT)
Fri Aug 02 2019 06:17:46 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,7,Fri Aug 02 2019 13:32:25 GMT-0500 (CDT)
Fri Aug 02 2019 01:36:09 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Fri Aug 02 2019 01:36:09 GMT-0500 (CDT)
Thu Aug 01 2019 23:11:50 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,2,Fri Aug 02 2019 00:17:11 GMT-0500 (CDT)
Thu Aug 01 2019 22:36:04 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Thu Aug 01 2019 22:36:04 GMT-0500 (CDT)
Thu Aug 01 2019 21:15:59 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.30 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,4,Thu Aug 01 2019 23:32:23 GMT-0500 (CDT)
Thu Aug 01 2019 19:36:37 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,2,Thu Aug 01 2019 19:52:55 GMT-0500 (CDT)
Thu Aug 01 2019 13:17:00 GMT-0500 (CDT),Slack Web App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",71.195.19.50,1,Thu Aug 01 2019 13:17:00 GMT-0500 (CDT)
Thu Aug 01 2019 12:39:35 GMT-0500 (CDT),Slack Deletron,"axios/0.18.0",3.84.15.181,1,Thu Aug 01 2019 12:39:35 GMT-0500 (CDT)
Thu Aug 01 2019 12:39:35 GMT-0500 (CDT),Slack Deletron,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",71.195.19.50,1,Thu Aug 01 2019 12:39:35 GMT-0500 (CDT)
Thu Aug 01 2019 09:59:13 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.20 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,10,Thu Aug 01 2019 20:39:43 GMT-0500 (CDT)
Thu Aug 01 2019 09:20:53 GMT-0500 (CDT),Slack Web App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",71.195.19.50,6,Thu Aug 01 2019 10:22:27 GMT-0500 (CDT)
Thu Aug 01 2019 07:34:07 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.20 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,1,Thu Aug 01 2019 07:34:07 GMT-0500 (CDT)
Thu Aug 01 2019 06:56:56 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,17,Thu Aug 01 2019 18:51:21 GMT-0500 (CDT)
Thu Aug 01 2019 06:23:32 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,15,Thu Aug 01 2019 20:12:33 GMT-0500 (CDT)
Thu Aug 01 2019 02:13:01 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Thu Aug 01 2019 02:13:01 GMT-0500 (CDT)
Wed Jul 31 2019 23:28:11 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,3,Thu Aug 01 2019 00:33:49 GMT-0500 (CDT)
Wed Jul 31 2019 17:39:27 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,2,Wed Jul 31 2019 17:39:30 GMT-0500 (CDT)
Wed Jul 31 2019 14:48:06 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.20 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,11,Wed Jul 31 2019 23:16:45 GMT-0500 (CDT)
Wed Jul 31 2019 12:41:05 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.210.53,3,Wed Jul 31 2019 12:59:41 GMT-0500 (CDT)
Wed Jul 31 2019 11:21:26 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,16,Wed Jul 31 2019 20:59:19 GMT-0500 (CDT)
Wed Jul 31 2019 06:54:55 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,5,Wed Jul 31 2019 09:05:29 GMT-0500 (CDT)
Wed Jul 31 2019 06:24:05 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,19,Wed Jul 31 2019 22:51:16 GMT-0500 (CDT)
Tue Jul 30 2019 23:42:49 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Tue Jul 30 2019 23:42:49 GMT-0500 (CDT)
Tue Jul 30 2019 18:05:58 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.206.52,2,Tue Jul 30 2019 18:27:24 GMT-0500 (CDT)
Tue Jul 30 2019 16:02:42 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.07.20 (iPad; iOS 12.3.1; Scale/2.00)",71.195.19.50,14,Tue Jul 30 2019 23:08:55 GMT-0500 (CDT)
Tue Jul 30 2019 14:07:47 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,12,Wed Jul 31 2019 00:24:13 GMT-0500 (CDT)
Tue Jul 30 2019 12:25:25 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,7,Tue Jul 30 2019 20:13:59 GMT-0500 (CDT)
Tue Jul 30 2019 11:40:32 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",107.77.206.52,7,Tue Jul 30 2019 13:44:17 GMT-0500 (CDT)
Tue Jul 30 2019 08:36:38 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,4,Tue Jul 30 2019 10:24:05 GMT-0500 (CDT)
Tue Jul 30 2019 06:54:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,7,Tue Jul 30 2019 10:33:22 GMT-0500 (CDT)
Mon Jul 29 2019 23:12:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.30 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,3,Tue Jul 30 2019 00:20:26 GMT-0500 (CDT)
Mon Jul 29 2019 21:29:27 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.20 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,3,Mon Jul 29 2019 22:55:18 GMT-0500 (CDT)
Mon Jul 29 2019 20:41:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Mon Jul 29 2019 20:41:52 GMT-0500 (CDT)
Mon Jul 29 2019 17:42:12 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Slack/4.0.0 Chrome/69.0.3497.128 Electron/4.2.1 Safari/537.36 Slack_SSB/4.0.0",71.195.19.50,1,Mon Jul 29 2019 17:42:12 GMT-0500 (CDT)
Mon Jul 29 2019 17:19:14 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.07.20 (iPhone; iOS 12.3.1; Scale/3.00)",71.195.19.50,1,Mon Jul 29 2019 17:19:14 GMT-0500 (CDT)
